-64.653038	0.334249	0.061909	0.586962
-64.672433	0.333800	0.057002	0.587523
-64.702138	0.333351	0.052834	0.588085
-64.738760	0.332902	0.049286	0.588649
-64.779944	0.332453	0.046259	0.589214
-64.824030	0.332003	0.043672	0.589782
-64.869838	0.331553	0.041457	0.590353
-64.916518	0.331101	0.039556	0.590926
-64.963457	0.330649	0.037922	0.591503
-65.010206	0.330196	0.036515	0.592082
-65.056435	0.329741	0.035299	0.592664
-65.101904	0.329287	0.034247	0.593249
-65.146436	0.328831	0.033333	0.593837
-65.189903	0.328375	0.032538	0.594427
-65.232212	0.327918	0.031843	0.595020
-65.273298	0.327460	0.031234	0.595614
-65.313115	0.327002	0.030699	0.596211
-65.351636	0.326544	0.030227	0.596810
-65.388844	0.326086	0.029808	0.597411
-65.424733	0.325627	0.029436	0.598013
-65.459304	0.325169	0.029103	0.598617
-65.492562	0.324710	0.028805	0.599222
-65.524520	0.324252	0.028537	0.599829
-65.555191	0.323794	0.028294	0.600436
-65.584593	0.323337	0.028074	0.601044
-65.612746	0.322879	0.027874	0.601654
-65.639670	0.322423	0.027691	0.602264
-65.665388	0.321966	0.027524	0.602874
-65.689922	0.321511	0.027369	0.603485
-65.713295	0.321056	0.027227	0.604096
-65.735533	0.320602	0.027096	0.604707
-65.756659	0.320149	0.026974	0.605318
-65.776697	0.319697	0.026861	0.605930
-65.795671	0.319246	0.026756	0.606541
-65.813606	0.318796	0.026658	0.607151
-65.830526	0.318348	0.026567	0.607762
-65.846453	0.317900	0.026482	0.608371
-65.861412	0.317454	0.026402	0.608981
-65.875424	0.317009	0.026328	0.609589
-65.888514	0.316566	0.026259	0.610197
-65.900703	0.316124	0.026194	0.610803
-65.912014	0.315683	0.026134	0.611409
-65.922466	0.315244	0.026078	0.612014
-65.932083	0.314807	0.026026	0.612617
-65.940884	0.314371	0.025977	0.613220
-65.948889	0.313938	0.025932	0.613821
-65.956119	0.313505	0.025891	0.614420
-65.962592	0.313075	0.025852	0.615018
-65.968329	0.312647	0.025817	0.615615
-65.973347	0.312220	0.025785	0.616210
-65.977664	0.311795	0.025755	0.616803
-65.981299	0.311373	0.025728	0.617394
-65.984269	0.310952	0.025704	0.617984
-65.986590	0.310533	0.025683	0.618572
-65.988280	0.310117	0.025664	0.619158
-65.989355	0.309702	0.025647	0.619742
-65.989830	0.309290	0.025633	0.620324
-65.989722	0.308879	0.025621	0.620903
-65.989045	0.308471	0.025611	0.621481
-65.987814	0.308065	0.025604	0.622056
-65.986043	0.307662	0.025598	0.622630
-65.983748	0.307260	0.025594	0.623201
-65.980942	0.306861	0.025593	0.623769
-65.977637	0.306464	0.025593	0.624335
-65.973849	0.306070	0.025595	0.624899
-65.969589	0.305678	0.025599	0.625460
-65.964870	0.305288	0.025604	0.626019
-65.959704	0.304901	0.025611	0.626576
-65.954104	0.304516	0.025620	0.627129
-65.948082	0.304133	0.025631	0.627681
-65.941648	0.303753	0.025643	0.628229
-65.934815	0.303375	0.025656	0.628775
-65.927593	0.303000	0.025671	0.629318
-65.919993	0.302627	0.025688	0.629859
-65.912025	0.302257	0.025706	0.630396
-65.903700	0.301889	0.025725	0.630931
-65.895028	0.301524	0.025745	0.631463
-65.886019	0.301161	0.025767	0.631993
-65.876682	0.300801	0.025790	0.632519
-65.867026	0.300444	0.025815	0.633043
-65.857062	0.300088	0.025840	0.633563
-65.846797	0.299736	0.025867	0.634081
-65.836241	0.299386	0.025895	0.634596
-65.825403	0.299039	0.025924	0.635108
-65.814289	0.298694	0.025954	0.635617
-65.802910	0.298352	0.025985	0.636123
-65.791272	0.298012	0.026017	0.636626
-65.779384	0.297675	0.026050	0.637126
-65.767254	0.297341	0.026084	0.637623
-65.754888	0.297009	0.026119	0.638117
-65.742294	0.296680	0.026155	0.638608
-65.729480	0.296353	0.026192	0.639095
-65.716452	0.296029	0.026230	0.639580
-65.703217	0.295708	0.026268	0.640062
-65.689781	0.295389	0.026308	0.640540
-65.676153	0.295073	0.026348	0.641016
-65.662337	0.294759	0.026389	0.641488
-65.648340	0.294448	0.026431	0.641957
-65.634168	0.294140	0.026474	0.642424
-65.619828	0.293834	0.026517	0.642887
-65.306505	0.293541	0.026640	0.643332
-64.998053	0.293272	0.026912	0.643744
-64.694319	0.293025	0.027307	0.644123
-64.395164	0.292802	0.027808	0.644469
-64.100456	0.292602	0.028398	0.644783
-63.810075	0.292424	0.029064	0.645065
-63.523903	0.292268	0.029797	0.645315
-63.241826	0.292135	0.030588	0.645534
-62.963734	0.292024	0.031430	0.645722
-62.689518	0.291934	0.032317	0.645878
-62.419070	0.291866	0.033246	0.646004
-62.152284	0.291820	0.034212	0.646099
-61.889053	0.291795	0.035212	0.646164
-61.629269	0.291791	0.036243	0.646199
-61.372827	0.291807	0.037304	0.646204
-61.119616	0.291845	0.038392	0.646179
-60.869527	0.291903	0.039507	0.646125
-60.622449	0.291981	0.040646	0.646041
-60.378269	0.292079	0.041809	0.645927
-60.136871	0.292197	0.042995	0.645784
-59.898137	0.292335	0.044203	0.645612
-59.661948	0.292493	0.045433	0.645411
-59.428180	0.292670	0.046685	0.645180
-59.196706	0.292866	0.047957	0.644921
-58.967396	0.293082	0.049250	0.644633
-58.740118	0.293317	0.050563	0.644316
-58.514733	0.293570	0.051898	0.643970
-58.291098	0.293842	0.053252	0.643595
-58.069068	0.294133	0.054628	0.643191
-57.848490	0.294443	0.056024	0.642758
-57.629206	0.294771	0.057442	0.642296
