0.552085	5.548085	-1.916189	-3.079811
0.926595	5.509637	-1.497412	-3.085630
1.178506	5.466862	-1.193814	-3.094541
1.345453	5.421290	-0.970309	-3.105528
1.452753	5.373982	-0.803346	-3.117883
1.517691	5.325677	-0.676877	-3.131109
1.552241	5.276899	-0.579806	-3.144851
1.564803	5.228021	-0.504362	-3.158855
1.561346	5.179312	-0.445029	-3.172937
1.546163	5.130966	-0.397841	-3.186962
1.522378	5.083123	-0.359915	-3.200830
1.492285	5.035885	-0.329129	-3.214471
1.457590	4.989323	-0.303903	-3.227831
1.419570	4.943491	-0.283050	-3.240871
1.379192	4.898422	-0.265665	-3.253564
1.337193	4.854140	-0.251058	-3.265889
1.294136	4.810661	-0.238690	-3.277835
1.250457	4.767990	-0.228143	-3.289391
1.206493	4.726132	-0.219085	-3.300553
1.162506	4.685082	-0.211256	-3.311320
1.118701	4.644837	-0.204445	-3.321691
1.075235	4.605389	-0.198485	-3.331669
1.032233	4.566728	-0.193239	-3.341256
0.989790	4.528843	-0.188596	-3.350457
0.947978	4.491723	-0.184466	-3.359278
0.906855	4.455353	-0.180774	-3.367724
0.866461	4.419722	-0.177460	-3.375801
0.826828	4.384815	-0.174471	-3.383516
0.787976	4.350617	-0.171765	-3.390876
0.749919	4.317116	-0.169308	-3.397889
0.712666	4.284295	-0.167069	-3.404560
0.676220	4.252142	-0.165024	-3.410898
0.640581	4.220642	-0.163152	-3.416909
0.605746	4.189781	-0.161433	-3.422601
0.571708	4.159544	-0.159854	-3.427982
0.538459	4.129918	-0.158401	-3.433058
0.505991	4.100890	-0.157063	-3.437836
0.474292	4.072445	-0.155830	-3.442323
0.443350	4.044572	-0.154694	-3.446527
0.413154	4.017257	-0.153648	-3.450454
0.383691	3.990487	-0.152684	-3.454111
0.354947	3.964250	-0.151799	-3.457504
0.326909	3.938534	-0.150985	-3.460640
0.299562	3.913327	-0.150240	-3.463525
0.272893	3.888618	-0.149560	-3.466165
0.246889	3.864396	-0.148940	-3.468567
0.221535	3.840648	-0.148378	-3.470736
0.196817	3.817366	-0.147871	-3.472678
0.172723	3.794537	-0.147416	-3.474399
0.149238	3.772153	-0.147011	-3.475904
0.126349	3.750202	-0.146654	-3.477199
0.104043	3.728676	-0.146343	-3.478290
0.082308	3.707565	-0.146076	-3.479181
0.061130	3.686859	-0.145852	-3.479877
0.040497	3.666549	-0.145668	-3.480384
0.020397	3.646628	-0.145524	-3.480706
0.000818	3.627085	-0.145419	-3.480849
